Word,Tag
clinical,
images,
in,
this,
manuscript,
.,
A,
75-year-old,
male,
with,
history,
of,
atrial,
ﬁbrillation,
on,
Rivaroxaban,
was,
struck,
by,
a,
motor,
vehicle,
.,
Upon,
arrival,
he,
was,
hypotensive,
but,
with,
a,
Glasgow,
Coma,
Score,
of,
15,
.,
A,
strategy,
of,
permissive,
hypotension,
was,
maintained,
based,
upon,
the,
patient,
's,
mental,
status,
.,
Plain,
radiographs,
and,
CT,
imaging,
were,
obtained,
and,
demonstrated,
multiple,
rib,
fractures,
and,
a,
celiac,
artery,
injury,
with,
contrast,
extravasation,
and,
associated,
hematoma,
.,
He,
was,
immediately,
transported,
to,
our,
hybrid,
operating,
room,
and,
placed,
under,
general,
anesthesia,
.,
Percutaneous,
femoral,
artery,
access,
was,
obtained,
and,
aortography,
was,
performed,
.,
This,
demonstrated,
a,
complete,
avulsion,
of,
the,
celiac,
artery,
with,
distal,
reconstitution,
via,
retrograde,
ﬁling,
from,
the,
superior,
mesenteric,
artery,
.,
Initially,
,
given,
the,
stability,
of,
the,
patient,
,
attempts,
were,
made,
to,
traverse,
the,
injury,
to,
perform,
endovascular,
intervention,
in,
a,
hybrid,
operating,
room,
but,
these,
were,
unsuccessful,
despite,
the,
use,
of,
multiple,
wire,
,
catheter,
,
and,
sheath,
combinations,
.,
The,
patient,
was,
already,
prepped,
for,
and,
immediately,
underwent,
a,
midline,
laparotomy,
,
as,
there,
was,
obvious,
concern,
that,
he,
may,
either,
decompensate,
or,
the,
injury,
might,
not,
be,
amenable,
to,
endovascular,
intervention,
.,
The,
celiac,
axis,
and,
aorta,
were,
explored,
through,
the,
lesser,
sac,
and,
control,
of,
the,
celiac,
origin,
was,
obtained,
with,
a,
side-biting,
aortic,
clamp,
with,
scant,
back-bleeding,
from,
the,
distal,
celiac,
stump,
.,
The,
splenic,
artery,
and,
common,
hepatic,
artery,
were,
isolated,
and,
the,
left,
gastric,
artery,
was,
ligated,
.,
The,
gastroduodenal,
artery,
was,
patent,
,
however,
,
worsening,
hepatic,
ischemia,
was,
visualized,
during,
the,
case,
this,
ligation,
alone,
was,
felt,
to,
be,
unsafe,
.,
Therefore,
an,
aorto-celiac,
bypass,
with,
a,
6-mm,
Dacron,
graft,
was,
performed,
utilizing,
the,
supra-celiac,
aorta,
as,
the,
inﬂow,
source,
.,
The,
celiac,
stump,
was,
over-sewn,
.,
A,
temporary,
abdominal,
closure,
was,
performed,
and,
the,
patient,
was,
transferred,
to,
the,
surgical,
intensive,
care,
unit,
for,
resuscitation,
.,
His,
abdomen,
was,
closed,
four,
days,
after,
his,
initial,
operation,
.,
A,
prolonged,
hospital,
course,
ensued,
with,
complications,
including,
a,
pancreatic,
leak,
with,
pseudocyst,
formation,
necessitating,
ERCP,
and,
endoscopic,
cyst-gastrotomy,
,
pneumonia,
,
acute,
kidney,
injury,
,
and,
splenic,
artery,
pseudoaneurysm,
managed,
by,
exclusion,
and,
embolization,
.,
The,
patient,
was,
discharged,
home,
and,
expired,
22,
months,
after,
his,
trauma,
from,
acute,
respiratory,
failure,
leading,
to,
hypoxic,
brain,
injury,
.,
Consent,
was,
obtained,
for,
the,
publication,
of,
this,
report,
.,
A,
72,
year-old,
male,
with,
a,
history,
of,
myocardial,
infarction,
and,
stroke,
(,
without,
any,
residual,
side,
effects,
),
presented,
with,
a,
recurrent,
left-sided,
subdural,
hematoma,
within,
a,
seven-month,
period,
.,
The,
patient,
originally,
presented,
to,
the,
neurosurgical,
clinic,
complaining,
of,
a,
two-day,
history,
of,
personality,
changes,
,
urinary,
incontinence,
,
balance,
instability,
,
and,
headaches,
.,
Physical,
examination,
was,
signiﬁcant,
for,
a,
decreased,
level,
of,
consciousness,
,
cognitive,
impairment,
,
ataxic,
gait,
,
speech,
difﬁculty,
,
right-sided,
hemianopsia,
,
mild,
third,
and,
sixth,
nerve,
palsy,
,
as,
well,
as,
papilledema,
on,
fundoscopic,
examination,
.,
A,
computerized,
tomography,
(,
CT,
),
image,
revealed,
a,
chronic,
recurrent,
left-sided,
subdural,
hematoma,
.,
The,
patient,
was,
admitted,
from,
the,
emergency,
department,
and,
the,
subdural,
hematoma,
was,
drained,
with,
placement,
of,
a,
valveless,
subdural,
peritoneal,
shunt,
.,
The,
patient,
,
in,
the,
supine,
position,
and,
under,
general,
endotracheal,
anesthesia,
,
was,
prepped,
and,
draped,
with,
routine,
sterile,
methods,
,
including,
the,
left,
frontal,
,
parietal,
and,
occipital,
areas,
,
in,
addition,
to,
the,
ipsilateral,
side,
of,
the,
chest,
,
neck,
and,
abdomen,
.,
Endoscopy,
was,
used,
to,
pass,
the,
peritoneal,
shunt,
up,
to,
the,
parieto-occipital,
juncture,
.,
A,
burr,
hole,
was,
created,
and,
the,
dura,
opened,
in,
the,
left,
frontal,
area,
.,
After,
evacuation,
of,
the,
hematoma,
,
a,
ventricular,
catheter,
was,
connected,
to,
the,
peritoneal,
tubing,
.,
Physical,
examination,
two,
days,
postoperatively,
revealed,
complete,
resolution,
of,
all,
neurological,
deﬁcits,
.,
The,
patient,
presented,
to,
a,
one-month,
follow-up,
appointment,
without,
the,
presence,
of,
any,
neurological,
symptoms,
.,
CT,
imaging,
of,
the,
brain,
showed,
complete,
resolution,
of,
the,
hematoma,
with,
no,
new,
recurrences,
.,
A,
46,
year,
old,
male,
was,
an,
alcohol-intoxicated,
restrained,
passenger,
in,
a,
head-on,
motor,
vehicle,
collision,
,
suffering,
blunt,
force,
abdominal,
trauma,
.,
At,
the,
collision,
site,
EMS,
recorded,
a,
Glasgow,
Coma,
Score,
of,
15,
with,
stable,
vital,
signs,
.,
He,
was,
transferred,
to,
Cabell,
Huntington,
Hospital,
where,
he,
was,
intubated,
and,
found,
to,
be,
tachycardic,
and,
profoundly,
academic,
to,
an,
arterial,
pH,
of,
7.19,
with,
accompanying,
base,
deﬁcit,
of,
-11,
.,
Hemoglobin,
was,
12.9,
,
hematocrit,
37.1,
,
PT,
11.5,
sec,
,
and,
APTT,
23.5,
sec,
.,
CT,
showed,
acute,
thoracic,
aortic,
rupture,
with,
a,
large,
volume,
of,
blood,
inferiorly,
along,
the,
aorta,
,
right,
middle,
and,
lower,
lobe,
lung,
contusions,
,
and,
a,
4,
cm,
laceration,
along,
the,
inferior,
lobe,
of,
the,
liver,
with,
blood,
in,
the,
renal,
hilum,
suggesting,
right,
renovascular,
injury,
and,
free,
ﬂuid,
within,
the,
pelvis,
.,
He,
was,
transferred,
to,
Saint,
Mary’s,
Medical,
Center,
for,
emergent,
management,
of,
aortic,
rupture,
.,
Emergent,
surgical,
management,
of,
the,
ruptured,
thoracic,
aorta,
was,
completed,
by,
the,
cardiothoracic,
team,
.,
Upon,
completion,
,
initiation,
of,
exploratory,
laparotomy,
was,
begun,
,
noting,
blood,
in,
the,
peritoneum,
and,
bile,
staining,
in,
the,
right,
upper,
quadrant,
associated,
with,
the,
transverse,
and,
hepatic,
ﬂexures,
of,
the,
colon,
.,
The,
gallbladder,
was,
visibly,
distended,
,
ﬁrm,
to,
palpation,
,
and,
discolored,
but,
showed,
no,
signs,
of,
rupture,
.,
Subcapsular,
hematoma,
was,
appreciated,
along,
the,
right,
posterior,
lobe,
of,
the,
liver,
but,
showed,
no,
signs,
of,
actively,
expanding,
or,
gross,
laceration,
.,
Open,
cholescystectomy,
with,
intraoperative,
cholangiogram,
was,
performed,
on,
a,
thick,
,
distended,
and,
grossly-discolored,
gallbladder,
consistent,
with,
hemorrhage,
into,
the,
gallbladder,
lumen,
.,
Conray,
contrast,
was,
used,
to,
demonstrate,
a,
completely,
intact,
biliary,
tree,
with,
extravasation,
noted,
from,
the,
common,
bile,
duct,
.,
Duodenal,
injury,
was,
ruled,
out,
by,
passing,
methylene,
blue,
through,
the,
orogastric,
tube,
with,
no,
extravasation,
appreciated,
and,
colon,
was,
assessed,
via,
direct,
visualization,
by,
Kocher,
maneuver,
and,
mobilization,
of,
the,
hepatic,
ﬂexure,
.,
Due,
to,
the,
duration,
of,
the,
thoracic,
aorta,
repair,
and,
the,
exploratory,
laparotomy,
,
the,
decision,
was,
made,
to,
place,
a,
16-French,
T-tube,
in,
the,
common,
bile,
duct,
in,
addition,
to,
two,
large,
#,
24,
Jackson-Pratt,
tubes,
in,
the,
vicinity,
of,
the,
bile,
duct,
.,
The,
patient,
was,
maintained,
on,
ventilator,
in,
the,
neurotrauma,
intensive,
care,
unit,
.,
In,
the,
postoperative,
period,
the,
T-tube,
drained,
golden,
brown,
bile,
and,
was,
well-tolerated,
.,
Urine,
collection,
via,
Foley,
catheter,
showed,
blood-tinged,
urine,
that,
persisted,
until,
POD,
10,
but,
then,
spontaneously,
resolved,
.,
During,
this,
time,
on,
POD,
6,
the,
patient,
underwent,
gastrostomy,
with,
placement,
of,
percutaneous,
gastrostomy,
and,
tracheostomy,
tubes,
.,
Due,
to,
the,
PEG,
becoming,
disloged,
on,
POD,
8,
the,
patient,
underwent,
exploratory,
laparotomy,
and,
gastrostomy,
with,
jejunostomy,
tube,
placement,
and,
removal,
of,
foreign,
body,
.,
Evaluation,
on,
postoperative,
day,
10,
showed,
successful,
drainage,
of,
the,
operative,
site,
via,
T-tube,
.,
The,
patient,
continued,
to,
improve,
and,
was,
discharged,
on,
POD,
28,
with,
T-tube,
and,
J,
tubes,
in,
place,
.,
Recovery,
was,
complicated,
during,
the,
outpatient,
course,
as,
frank,
blood,
began,
appearing,
in,
the,
patient’s,
urine,
on,
POD,
39,
and,
the,
patient,
began,
complaining,
of,
pain,
around,
tube,
sites,
.,
CT,
urogram,
showed,
no,
residual,
renal,
injury,
and,
was,
presumed,
to,
be,
due,
to,
residual,
posttraumatic,
blood,
accumulation,
.,
Of,
note,
,
a,
small,
amount,
of,
ﬂuid,
was,
appreciated,
in,
the,
anterior,
right,
middle,
and,
upper,
abdomen,
along,
the,
inferior,
right,
lobe,
of,
the,
liver,
not,
seen,
previously,
but,
consistent,
with,
postoperative,
seroma,
.,
A,
urinary,
tract,
infection,
was,
diagnosed,
and,
managed,
medically,
.,
T,
tube,
cholangiogram,
revealed,
no,
abnormalities,
and,
the,
the,
T-tube,
was,
removed,
along,
with,
J-tube,
on,
POD,
54,
.,
The,
remainder,
of,
the,
patient’s,
recovery,
period,
was,
uneventful,
with,
regards,
to,
hepatobiliary,
procedures,
,
however,
frank,
blood,
in,
the,
urine,
persisted,
for,
an,
additional,
6,
months,
due,
complications,
of,
subclinical,
traumatic,
kidney,
injury,
sustained,
during,
the,
motor,
vehicle,
collision,
.,
A,
54-year-old,
male,
competitive,
powerlifter,
with,
a,
past,
medical,
history,
of,
hypertension,
,
hyperlipidemia,
,
and,
coronary,
artery,
disease,
presented,
to,
our,
emergency,
department,
(,
ED,
),
with,
a,
complaint,
of,
right,
greater,
than,
left,
lower,
abdominal,
pain,
.,
He,
had,
been,
performing,
a,
back-squat,
with,
670,
lbs,
.,
when,
he,
felt,
a,
painful,
“pop”,
in,
his,
lower,
abdomen,
.,
He,
also,
reported,
experiencing,
urinary,
urgency,
,
frequency,
,
and,
hematuria,
.,
He,
denied,
any,
lower,
extremity,
motor,
weakness,
or,
sensory,
changes,
.,
On,
visual,
inspection,
,
there,
was,
ecchymosis,
at,
the,
base,
of,
his,
penis,
.,
No,
obvious,
scrotal,
swelling,
was,
seen,
.,
Initial,
physical,
examination,
by,
the,
ED,
physician,
was,
positive,
for,
abdominal,
distension,
,
tenderness,
,
and,
guarding,
,
but,
no,
rebound,
tenderness,
or,
signs,
of,
peritonitis,
were,
elicited,
.,
A,
rapid,
bedside,
ultrasound,
examination,
was,
negative,
for,
intraperitoneal,
pathology,
.,
A,
CT,
angiogram,
of,
the,
abdomen,
and,
pelvis,
was,
performed,
followed,
by,
CT,
urogram,
.,
Results,
showed,
widening,
of,
the,
pubic,
symphysis,
measuring,
up,
to,
18,
mm,
.,
Close,
review,
of,
the,
CT,
imaging,
demonstrated,
small,
amounts,
of,
air,
in,
both,
sacroiliac,
joints,
,
but,
it,
was,
felt,
that,
the,
overall,
stability,
of,
the,
pelvic,
ring,
had,
not,
been,
compromised,
and,
that,
the,
air,
may,
represent,
chronic,
degenerative,
joint,
changes,
.,
There,
was,
also,
a,
large,
intraluminal,
bladder,
hematoma,
taking,
up,
over,
50%,
of,
the,
bladder,
volume,
with,
contrast,
extravasation,
along,
the,
right,
side,
of,
the,
retropubic,
space,
anterior,
to,
the,
prostate,
.,
The,
patient,
was,
taken,
to,
the,
operating,
room,
(,
OR,
),
by,
a,
urologist,
for,
cystoscopy,
and,
intraluminal,
hematoma,
evacuation,
.,
Cauterization,
of,
the,
bleeding,
was,
unsuccessful,
so,
the,
procedure,
was,
concluded,
and,
the,
patient,
was,
transferred,
to,
the,
interventional,
radiology,
suite,
.,
An,
arteriogram,
was,
performed,
which,
showed,
active,
extravasation,
of,
a,
“replaced”,
or,
“accessory”,
obturator,
artery,
,
an,
anatomic,
variant,
of,
the,
obturator,
artery,
as,
a,
branch,
from,
the,
inferior,
epigastric,
artery,
rather,
than,
from,
the,
usual,
anterior,
division,
of,
the,
internal,
iliac,
artery,
.,
This,
artery,
was,
coiled,
and,
repeat,
arteriogram,
showed,
no,
further,
extravasation,
.,
No,
injury,
to,
the,
internal,
iliac,
artery,
system,
was,
seen,
.,
Several,
hours,
later,
,
despite,
the,
embolization,
procedure,
and,
continuous,
bladder,
irrigation,
,
the,
patient,
continued,
to,
experience,
hematuria,
.,
The,
treatment,
teams,
decide,
to,
return,
to,
the,
OR,
for,
open,
exploration,
and,
bladder,
repair,
.,
A,
low,
midline,
incision,
was,
used,
to,
enter,
the,
retropubic,
space,
and,
signiﬁcant,
hematoma,
was,
evacuated,
.,
A,
running,
suture,
was,
used,
to,
repair,
a,
hole,
in,
the,
bladder,
wall,
.,
Repeat,
cystoscopy,
was,
performed,
and,
an,
additional,
suture,
was,
used,
to,
seal,
a,
small,
intraluminal,
leak,
.,
The,
retropubic,
space,
continued,
to,
ooze,
blood,
so,
packing,
was,
placed,
around,
the,
prostate,
and,
hemostasis,
was,
achieved,
.,
A,
temporary,
abdominal,
closure,
was,
performed,
with,
a,
plan,
to,
return,
to,
the,
OR,
for,
removal,
of,
packing,
material,
and,
repeat,
exploration,
.,
On,
hospital,
day,
3,
,
the,
patient,
was,
brought,
back,
to,
the,
OR,
,
packing,
material,
was,
removed,
,
and,
no,
further,
bleeding,
was,
noted,
.,
At,
this,
point,
,
the,
orthopaedic,
trauma,
team,
was,
asked,
to,
re-examine,
his,
symphysis,
given,
the,
direct,
visualization,
of,
the,
pelvic,
ring,
disruption,
.,
The,
diastasis,
was,
measured,
to,
be,
30,
mm,
using,
a,
sterile,
ruler,
so,
the,
decision,
was,
made,
to,
proceed,
with,
plate,
ﬁxation,
of,
the,
symphysis,
.This,
was,
accomplished,
with,
a,
Jungbluth,
clamp,
along,
the,
anterior,
surface,
for,
reduction,
and,
placement,
of,
a,
Synthes,
3.5,
mm,
6-hole,
pubic,
symphysis,
plate,
(,
Synthes,
),
with,
3.5,
mm,
Bone,
Screw,
Fasteners,
.A,
medium,
Hemovac,
drain,
was,
placed,
and,
primary,
closure,
was,
performed,
of,
his,
fascia,
and,
skin,
incision,
.Post-operatively,
he,
was,
allowed,
to,
weight,
bear,
for,
transfers,
only,
.By,
3,
months,
following,
surgery,
,
he,
was,
allowed,
to,
weight-bear,
as,
tolerated,
,
and,
has,
gone,
on,
to,
do,
well,
without,
any,
radiographic,
or,
clinical,
signs,
of,
implant,
failure,
.,
Our,
patient,
is,
a,
15-year-old,
boy,
who,
was,
the,
victim,
of,
a,
hit,
and,
run,
accident,
while,
on,
his,
skateboard,
.,
He,
was,
unresponsive,
in,
the,
ﬁeld,
with,
multiple,
injuries,
including,
a,
deformed,
left,
upper,
extremity,
and,
a,
tension,
pneumothorax,
requiring,
needle,
decompression,
.,
He,
was,
emergently,
brought,
to,
our,
trauma,
center,
and,
stabilized,
.,
Initial,
CT,
head,
showed,
a,
small,
right,
subdural,
hematoma,
with,
contralateral,
left-sided,
subdural,
hematoma,
as,
well,
as,
multiple,
temporal,
contusions,
with,
a,
depressed,
temporal,
skull,
fracture,
that,
communicated,
with,
a,
basilar,
skull,
fracture,
.,
The,
patient,
at,
this,
time,
was,
agitated,
however,
localizing,
with,
a,
GCS,
of,
7T,
.,
Given,
the,
basilar,
skull,
fractures,
,
the,
patient,
underwent,
a,
CT,
Angiogram,
of,
the,
brain,
a,
couple,
hours,
after,
the,
initial,
CT,
scan,
which,
showed,
a,
3.5,
cm,
newly,
expanding,
right-sided,
epidural,
hematoma,
warranting,
emergent,
evacuation,
.,
This,
ﬁnding,
was,
not,
appreciated,
on,
the,
initial,
scan,
.,
Shortly,
before,
operative,
intervention,
,
the,
patient,
became,
bradycardic,
,
hypertensive,
and,
tachypnic,
,
signs,
of,
impending,
herniation,
.,
Intra-operatively,
,
he,
was,
found,
to,
have,
a,
signiﬁcant,
right-sided,
comminuted,
skull,
fracture,
extending,
from,
the,
temporal,
fossa,
to,
the,
basilar,
skull,
.,
A,
hemi-craniectomy,
was,
performed,
and,
a,
large,
laceration,
was,
noted,
to,
the,
dural,
vessels,
as,
well,
as,
the,
middle,
meningeal,
artery,
.,
The,
epidural,
hematoma,
at,
this,
point,
was,
causing,
severe,
mass,
eﬀect,
,
which,
would,
have,
been,
fatal,
had,
subsequent,
imaging,
not,
been,
performed,
.,
Post,
operatively,
he,
was,
taken,
to,
the,
Pediatric,
ICU,
.,
He,
was,
weaned,
off,
sedation,
and,
extubated,
several,
days,
later,
,
noted,
to,
be,
neurologically,
intact,
with,
a,
GCS,
of,
15,
.,
He,
worked,
well,
with,
the,
physical,
,
occupational,
,
and,
cognitive,
therapy,
services,
and,
was,
medically,
stabilized,
for,
transfer,
to,
a,
rehab,
center,
.,
58,
years,
old,
obese,
lady,
was,
brought,
in,
emergency,
department,
by,
rescue,
team,
.,
She,
was,
accompanied,
by,
her,
son,
.,
She,
presented,
in,
critical,
condition,
,
was,
confused,
,
tachypneic,
and,
tachycardiac,
.,
According,
to,
attendant,
,
she,
was,
complaining,
for,
last,
2–3,
days,
of,
abdominal,
pain,
,
fever,
,
decreased,
oral,
intake,
and,
decreased,
urination,
.,
Presently,
she,
was,
taking,
her,
antihypertensive,
medication,
.,
Few,
minutes,
after,
arrival,
to,
emergency,
department,
she,
collapsed,
and,
was,
coded,
.,
She,
was,
pulseless,
with,
electrical,
cardiac,
activity,
(,
PEA,
),
.,
Cardiopulmonary,
resuscitation,
(,
CPR,
),
was,
initiated,
according,
to,
Adult,
Cardiac,
Life,
Support,
(,
ACLS,
),
protocol,
.,
Peripheral,
vascular,
access,
was,
difficult,
with,
several,
failed,
attempts,
.,
Patient,
was,
revived,
after,
5,
min,
of,
chest,
compression,
,
endotracheal,
tube,
ventilation,
and,
single,
shot,
of,
adrenaline,
.,
Initial,
investigations,
revealed,
raised,
WCC,
,
CRP,
and,
very,
high,
blood,
glucose,
levels,
.,
She,
was,
previously,
non-diabetic,
.,
Working,
diagnosis,
of,
septic,
shock,
was,
made,
.,
She,
was,
put,
on,
broad,
spectrum,
antibiotics,
which,
were,
changed,
according,
to,
sensitivity,
report,
of,
blood,
and,
urine,
cultures,
.,
Femoral,
arterial,
line,
was,
used,
for,
monitoring,
,
ﬂuid,
and,
drug,
administration,
.,
She,
was,
sedated,
and,
put,
on,
invasive,
ventilation,
.,
She,
was,
shifted,
to,
intensive,
care,
unit,
for,
monitoring,
and,
management,
.,
She,
remained,
oliguric,
despite,
ﬂuid,
replacement,
.,
Computed,
tomography,
(,
CT,
),
abdomen,
was,
performed,
which,
revealed,
impacted,
proximal,
right,
ureteric,
stone,
with,
dilatation,
of,
pelvicaleceal,
system,
and,
bi-basal,
lung,
consolidation,
.,
She,
was,
reviewed,
by,
urology,
team,
for,
urosepsis,
and,
JJ,
stent,
was,
place,
to,
relieve,
the,
obstruction,
.,
Frack,
pus,
and,
old,
blood,
was,
drained,
which,
conﬁrmed,
the,
reason,
of,
shock,
to,
be,
the,
urosepsis,
.,
Urine,
output,
improved,
but,
she,
still,
needed,
renal,
replacement,
therapy,
.,
Fever,
improved,
but,
it,
didn't,
touch,
the,
baseline,
.,
Similarly,
WCC,
and,
CRP,
were,
showing,
a,
decreasing,
trend,
.,
On,
6th,
post,
admission,
day,
patient,
regained,
consciousness,
,
urine,
output,
improved,
and,
invasive,
ventilatory,
support,
was,
withdrawn,
.,
She,
was,
transferred,
out,
of,
intensive,
care,
unit,
.,
She,
again,
developed,
high,
grade,
fever,
,
WCC,
and,
CRP,
was,
persistently,
raised,
.,
Now,
that,
patient,
was,
conscious,
and,
oriented,
,
she,
started,
complaining,
of,
left,
shoulder,
joint,
pain,
associated,
with,
weakness,
of,
left,
upper,
limb,
.,
Orthopedics,
team,
was,
asked,
to,
review,
the,
patient,
.,
On,
initial,
examination,
,
mild,
joint,
eﬀusion,
was,
suspected,
and,
turbid,
blood,
stained,
ﬂuid,
was,
aspirated,
.,
Iatrogenic,
skeletal,
injury,
during,
CPR,
was,
suspected,
and,
radiograph,
was,
obtained,
which,
was,
unremarkable,
other,
than,
degenerative,
changes,
.,
Magnetic,
resonance,
imaging,
(,
MRI,
),
scan,
was,
advised,
to,
rule,
out,
soft,
tissue,
pathology,
.,
MRI,
showed,
large,
effusion,
with,
surrounding,
tissue,
edema,
,
bone,
marrow,
edema,
with,
gas,
formation,
in,
proximal,
humerus,
.,
Based,
on,
these,
ﬁndings,
MRI,
suggested,
the,
diﬀerential,
diagnoses,
of,
septic,
arthritis,
with,
proximal,
humerus,
osteomyelitis,
,
gas,
gangrene,
and,
sequelae,
of,
proximal,
humeral,
intraosseous,
line,
.,
This,
was,
something,
new,
for,
the,
whole,
team,
.,
All,
notes,
were,
reviewed,
again,
but,
there,
was,
no,
mention,
of,
intraosseous,
line,
insertion,
.,
Resuscitation,
team,
was,
contacted,
and,
inquired,
about,
the,
intraosseous,
line,
and,
they,
conﬁrm,
that,
intraosseous,
line,
was,
inserted,
for,
initial,
resuscitation,
and,
it,
was,
removed,
when,
femoral,
arterial,
line,
was,
secured,
,
but,
they,
forgot,
to,
mention,
it,
in,
their,
notes,
.,
Mystery,
was,
solved,
.,
Shoulder,
joint,
was,
decompressed,
and,
washed,
arthroscopically,
.,
She,
was,
also,
diagnosed,
to,
have,
type,
II,
diabetes,
mellitus,
by,
endocrinology,
team,
and,
was,
managed,
accordingly,
.,
Rest,
of,
her,
recovery,
was,
uneventful,
.,
She,
was,
booked,
by,
urologist,
for,
removal,
of,
stone,
at,
a,
later,
stage,
.,
